sample_id,main_category,target_type,scenario_group,subscenario_desc,state_idlist,state_linkinfo,state_env,state_relativepath,state_tracker,expected_status,expected_ui_target_field,expected_ui_target_path,expected_execution_target_field,expected_execution_target_path,expected_tracker_status,target_file_relpath,target_file_exists_at_creation,sha256,lecmd_crosscheck,exiftool_crosscheck,system_output_status
CEEC_StarRail.exe,CONSISTENT,.exe,TRACKER,"CONSISTENT | UI=idlist(PRESENT_EXISTS)->StarRail.exe | EXEC=idlist(PRESENT_EXISTS)->StarRail.exe | fields: idlist=PRESENT_EXISTS linkinfo=PRESENT_LOCAL_EXISTS relative=PRESENT_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: relative,tracker | grup: >=2 outlier (relative,tracker) -> consistent/special",PRESENT_EXISTS,PRESENT_LOCAL_EXISTS,ABSENT,PRESENT_EXISTS,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\game\hsr\HoYoPlay\games\Star Rail Games\StarRail.exe,LinkTargetIDList,D:\game\hsr\HoYoPlay\games\Star Rail Games\StarRail.exe,PRESENT_INVALID,D:\game\hsr\HoYoPlay\games\Star Rail Games\StarRail.exe,TRUE,87e868357811994c58edcc9f9442cc29271b4cc9029fb46f0c0d357da70ef80d,MATCH,SKIP,CONFLICTING
CNEC_steam.exe,CONFLICTING,.exe,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_EXISTS)->steam.exe | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->steam.exe | fields: idlist=PRESENT_EXISTS linkinfo=PRESENT_LOCAL_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: idlist,tracker | grup: >=2 outlier (idlist,tracker) -> conflict/special",PRESENT_EXISTS,PRESENT_LOCAL_EXISTS,ABSENT,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,"C:\@shell32.dll,-21817\Steam\steam.exe",LinkInfo,C:\Program Files (x86)\Steam\steam.exe,PRESENT_INVALID,C:\Program Files (x86)\Steam\steam.exe,TRUE,57a33ed663ab90987f372a844e2d3745d46cb61925bc7dac69b6f8dbe39d62bf,MATCH,MATCH,CONFLICTING
CEEC_Telegram.exe,CONSISTENT,.exe,TRACKER,CONSISTENT | UI=idlist(PRESENT_NOT_FOUND)->Telegram.exe | EXEC=idlist(PRESENT_NOT_FOUND)->Telegram.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK tracker=PRESENT_INVALID | tracker=INVALID | outlier: tracker | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,C:\Users\yobel\AppData\Roaming\Telegram Desktop\Telegram.exe,LinkTargetIDList,C:\Users\yobel\AppData\Roaming\Telegram Desktop\Telegram.exe,PRESENT_INVALID,C:\Users\yobel\AppData\Roaming\Telegram Desktop\Telegram.exe,TRUE,346929983d09da1872a239787c7bb5c5161cbe783c53b97f74cda0bac59ed25a,MATCH,SKIP,CONFLICTING
CEEC_TETR.IO.exe,CONSISTENT,.exe,TRACKER,CONSISTENT | UI=idlist(PRESENT_NOT_FOUND)->TETR.IO.exe | EXEC=idlist(PRESENT_NOT_FOUND)->TETR.IO.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK tracker=PRESENT_INVALID | tracker=INVALID | outlier: tracker | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,C:\Users\yobel\AppData\Local\Programs\tetrio-desktop\TETR.IO.exe,LinkTargetIDList,C:\Users\yobel\AppData\Local\Programs\tetrio-desktop\TETR.IO.exe,PRESENT_INVALID,C:\Users\yobel\AppData\Local\Programs\tetrio-desktop\TETR.IO.exe,TRUE,899624f6c7e570e04d74e78d3a059523faed21227eaa5b7f9476191795971d35,MATCH,SKIP,CONFLICTING
CEEC_TreeSizeFree.exe,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_NOT_FOUND)->TreeSizeFree.exe | EXEC=env(PRESENT_NORMAL_NOT_FOUND)->TreeSizeFree.exe | fields: idlist=PRESENT_EXISTS linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_NORMAL_NOT_FOUND relative=PRESENT_EXISTS tracker=PRESENT_VALID_MOUNT_MATCH | tracker=MOUNT_MATCH | outlier: relative | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,PRESENT_EXISTS,PRESENT_LOCAL_EXISTS,PRESENT_NORMAL_NOT_FOUND,PRESENT_EXISTS,PRESENT_VALID_MOUNT_MATCH,CONSISTENT,EnvironmentVariableDataBlock,D:\source\TreeSize Free\TreeSizeFree.exe,EnvironmentVariableDataBlock,D:\source\TreeSize Free\TreeSizeFree.exe,PRESENT_VALID_MOUNT_MATCH,D:\source\TreeSize Free\TreeSizeFree.exe,TRUE,d1f9deac1638baec93a84179a6ea0fa4b1b72c7db685250ef27bc5f8201a80ae,SKIP,SKIP,CONSISTENT
CEEC_uninstall.exe,CONSISTENT,.exe,KHUSUS,"CONSISTENT | UI=idlist(PRESENT_EXISTS)->uninstall.exe | EXEC=idlist(PRESENT_EXISTS)->uninstall.exe | fields: idlist=PRESENT_EXISTS linkinfo=PRESENT_LOCAL_EXISTS relative=PRESENT_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: relative,tracker | grup: >=2 outlier (relative,tracker) -> consistent/special",PRESENT_EXISTS,PRESENT_LOCAL_EXISTS,ABSENT,PRESENT_EXISTS,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,D:\game\hsr\HoYoPlay\uninstall.exe,LinkTargetIDList,D:\game\hsr\HoYoPlay\uninstall.exe,PRESENT_INVALID,D:\game\hsr\HoYoPlay\uninstall.exe,TRUE,84b6a27b812d498c5f8bcb42ab730e00102de3a8c97ec5d0d676a708b75d229e,MATCH,SKIP,CONFLICTING
CEEC_msiexec.exe,CONSISTENT,.exe,TRACKER,CONSISTENT | UI=idlist(PRESENT_EXISTS)->msiexec.exe | EXEC=idlist(PRESENT_EXISTS)->msiexec.exe | fields: idlist=PRESENT_EXISTS linkinfo=PRESENT_LOCAL_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: tracker | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,PRESENT_LOCAL_EXISTS,ABSENT,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,C:\Windows\SysWOW64\msiexec.exe,LinkTargetIDList,C:\Windows\SysWOW64\msiexec.exe,PRESENT_INVALID,C:\Windows\SysWOW64\msiexec.exe,TRUE,b23819299f7c19edc6012ec0577ca6bfb0f83425d8f60db3f653405b25334b52,MATCH,SKIP,CONFLICTING
CEEC_unins000.exe,CONSISTENT,.exe,TRACKER,CONSISTENT | UI=idlist(PRESENT_NOT_FOUND)->unins000.exe | EXEC=idlist(PRESENT_NOT_FOUND)->unins000.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK tracker=PRESENT_INVALID | tracker=INVALID | outlier: tracker | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,C:\Users\yobel\AppData\Roaming\Telegram Desktop\unins000.exe,LinkTargetIDList,C:\Users\yobel\AppData\Roaming\Telegram Desktop\unins000.exe,PRESENT_INVALID,C:\Users\yobel\AppData\Roaming\Telegram Desktop\unins000.exe,TRUE,6ee19e6473f1c1e433d20337041f7b7eac28c6e444f85a50f8a75522c3c90cc8,MATCH,SKIP,CONFLICTING
CEEC_Installer.exe,CONSISTENT,.exe,TRACKER,CONSISTENT | UI=idlist(PRESENT_NOT_FOUND)->Installer.exe | EXEC=idlist(PRESENT_NOT_FOUND)->Installer.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK tracker=PRESENT_INVALID | tracker=INVALID | outlier: tracker | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,C:\Users\yobel\AppData\Roaming\Zoom\uninstall\Installer.exe,LinkTargetIDList,C:\Users\yobel\AppData\Roaming\Zoom\uninstall\Installer.exe,PRESENT_INVALID,C:\Users\yobel\AppData\Roaming\Zoom\uninstall\Installer.exe,TRUE,e1192e5b80f47a1377ccb89bbe2c3badd60f064b92c7df2e9b5a9f15e1d83b4c,MATCH,SKIP,CONFLICTING
CEEC_upx.exe,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_NOT_FOUND)->upx.exe | EXEC=env(PRESENT_NORMAL_NOT_FOUND)->upx.exe | fields: idlist=PRESENT_EXISTS linkinfo=PRESENT_LOCAL_EXISTS env=PRESENT_NORMAL_NOT_FOUND relative=PRESENT_EXISTS tracker=PRESENT_VALID_MOUNT_MATCH | tracker=MOUNT_MATCH | outlier: relative | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,PRESENT_EXISTS,PRESENT_LOCAL_EXISTS,PRESENT_NORMAL_NOT_FOUND,PRESENT_EXISTS,PRESENT_VALID_MOUNT_MATCH,CONSISTENT,EnvironmentVariableDataBlock,D:\source\upx-5.0.2-win64\upx-5.0.2-win64\upx.exe,EnvironmentVariableDataBlock,D:\source\upx-5.0.2-win64\upx-5.0.2-win64\upx.exe,PRESENT_VALID_MOUNT_MATCH,D:\source\upx-5.0.2-win64\upx-5.0.2-win64\upx.exe,TRUE,5c61b26796a7121fb1597dbc62608691bf1fd78eacad009e9aeb322130eef752,SKIP,SKIP,CONSISTENT
CEEC_voiceaccess.exe,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=env(PRESENT_NORMAL_NOT_FOUND)->voiceaccess.exe | EXEC=env(PRESENT_NORMAL_NOT_FOUND)->voiceaccess.exe | fields: env=PRESENT_NORMAL_NOT_FOUND | outlier: - | grup: UI=EXEC=env (field UI juga yang dieksekusi) -> consistent/env,ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,NO_TRACKER,CONSISTENT,EnvironmentVariableDataBlock,C:\WINDOWS\system32\voiceaccess.exe,EnvironmentVariableDataBlock,C:\WINDOWS\system32\voiceaccess.exe,NO_TRACKER,C:\WINDOWS\system32\voiceaccess.exe,TRUE,ee8387fb35bbfa1752f4335539af6c57efa33587f581b3d28bf41c541f209eb4,SKIP,SKIP,CONSISTENT
CNEC_WinRAR.exe,CONFLICTING,.exe,KHUSUS,"CONFLICTING | UI=idlist(PRESENT_EXISTS)->WinRAR.exe | EXEC=linkinfo(PRESENT_LOCAL_EXISTS)->WinRAR.exe | fields: idlist=PRESENT_EXISTS linkinfo=PRESENT_LOCAL_EXISTS tracker=PRESENT_INVALID | tracker=INVALID | outlier: idlist,tracker | grup: >=2 outlier (idlist,tracker) -> conflict/special",PRESENT_EXISTS,PRESENT_LOCAL_EXISTS,ABSENT,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,"C:\@shell32.dll,-21781\WinRAR\WinRAR.exe",LinkInfo,C:\Program Files\WinRAR\WinRAR.exe,PRESENT_INVALID,C:\Program Files\WinRAR\WinRAR.exe,TRUE,049f5f00038e657a98d4b436a3a08ceea8014274b9c7f1b30d971a92e26dc07b,MATCH,MATCH,CONFLICTING
CEEC_Zoom.exe,CONSISTENT,.exe,TRACKER,CONSISTENT | UI=idlist(PRESENT_NOT_FOUND)->Zoom.exe | EXEC=idlist(PRESENT_NOT_FOUND)->Zoom.exe | fields: idlist=PRESENT_NOT_FOUND linkinfo=PRESENT_NETWORK tracker=PRESENT_INVALID | tracker=INVALID | outlier: tracker | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_NOT_FOUND,PRESENT_NETWORK,ABSENT,ABSENT,PRESENT_INVALID,CONFLICTING,LinkTargetIDList,C:\Users\yobel\AppData\Roaming\Zoom\bin\Zoom.exe,LinkTargetIDList,C:\Users\yobel\AppData\Roaming\Zoom\bin\Zoom.exe,PRESENT_INVALID,C:\Users\yobel\AppData\Roaming\Zoom\bin\Zoom.exe,TRUE,5adf765bff899a73d6d2c700f63342dc6293c427e8abad8ec8f252e28834621c,MATCH,SKIP,CONFLICTING
CEEC_cmdc.cmd,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->cmdc.cmd | EXEC=idlist(PRESENT_EXISTS)->cmdc.cmd | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,TRUE,29189316a4b800abfea337f797f2031d26692d2d156ade01780865b41a42ac4b,MATCH,SKIP,CONSISTENT
CEEC_docx19.docx,CONSISTENT,.docx,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->docx19.docx | EXEC=idlist(PRESENT_EXISTS)->docx19.docx | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx19.docx,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx19.docx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx19.docx,TRUE,d4eacb0a3a3d7756e366e406d04ffa1e3e65be4b6b54a85585936deda75577b9,MATCH,SKIP,CONSISTENT
CEEC_cmdc2.cmd,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->cmdc2.cmd | EXEC=idlist(PRESENT_EXISTS)->cmdc2.cmd | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,TRUE,cebe91d669acc393df2a70e9fccb6658e972f56f70103df492015e5d16281e28,MATCH,SKIP,CONSISTENT
CEEC_docx29.docx,CONSISTENT,.docx,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->docx29.docx | EXEC=idlist(PRESENT_EXISTS)->docx29.docx | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx29.docx,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx29.docx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx29.docx,TRUE,200bd49d06fff6d207a4ae341d327d7e7bbc33bdcd8e6a6fe95889fc363aa7e5,MATCH,SKIP,CONSISTENT
CEEC_exee.exe,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->exee.exe | EXEC=idlist(PRESENT_EXISTS)->exee.exe | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,TRUE,df8146718ec07a00249ef6e5558634200d41fa3a6258e75f03ed6eb2231ca8a5,MATCH,SKIP,CONSISTENT
CEEC_docx39.docx,CONSISTENT,.docx,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->docx39.docx | EXEC=idlist(PRESENT_EXISTS)->docx39.docx | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx39.docx,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx39.docx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\docx39.docx,TRUE,c1e25de3b1a48155d081f2a7f81cb72680288890a2e366bdc07740c10b8515b1,MATCH,SKIP,CONSISTENT
CEEC_exee2.exe,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->exee2.exe | EXEC=idlist(PRESENT_EXISTS)->exee2.exe | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,TRUE,dffa062a70358cd1b35737f58dd00206bb0e698ae0afab52fe501eb366aac8cb,MATCH,SKIP,CONSISTENT
CEEC_jpg16.jpg,CONSISTENT,.jpg,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->jpg16.jpg | EXEC=idlist(PRESENT_EXISTS)->jpg16.jpg | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg16.jpg,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg16.jpg,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg16.jpg,TRUE,703157eb4e9962f132f8a193651ce1abe8922ed08810687400e725412cf117b3,MATCH,SKIP,CONSISTENT
CEEC_vbsv.vbs,CONSISTENT,.vbs,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->vbsv.vbs | EXEC=idlist(PRESENT_EXISTS)->vbsv.vbs | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,TRUE,4550ef9750de08df1522ab00ca058f4a79f8848a4d5429297a1e8ae2415addce,MATCH,SKIP,CONSISTENT
CEEC_jpg26.jpg,CONSISTENT,.jpg,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->jpg26.jpg | EXEC=idlist(PRESENT_EXISTS)->jpg26.jpg | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg26.jpg,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg26.jpg,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg26.jpg,TRUE,6e080994c0c04129e92dc49a8f5567886e8790f61d5bdfa1013878066c3c3210,MATCH,SKIP,CONSISTENT
CEEC_vbsv2.vbs,CONSISTENT,.vbs,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->vbsv2.vbs | EXEC=idlist(PRESENT_EXISTS)->vbsv2.vbs | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,TRUE,8473e60ed665d6ef95d2f7af8a3b6782ec8098f733c50ef98d8cc60f8dd885de,MATCH,SKIP,CONSISTENT
CEEC_jpg36.jpg,CONSISTENT,.jpg,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->jpg36.jpg | EXEC=idlist(PRESENT_EXISTS)->jpg36.jpg | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg36.jpg,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg36.jpg,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpg36.jpg,TRUE,7bc2fc9c8827acf701cc4edbb78ae2085d5947181a9270e07c26938563ad2482,MATCH,SKIP,CONSISTENT
CEEC_cmdc.cmd-001,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->cmdc.cmd | EXEC=idlist(PRESENT_EXISTS)->cmdc.cmd | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,TRUE,7c23d8a7e95151407b7e948c9d2268bc90cdbc1291980f4014214b91aab18989,MATCH,SKIP,CONSISTENT
CEEC_jpgf.jpg,CONSISTENT,.jpg,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->jpgf.jpg | EXEC=idlist(PRESENT_EXISTS)->jpgf.jpg | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpgf.jpg,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpgf.jpg,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\jpgf.jpg,TRUE,a322e7149d12ac17a7220395c211dbd8b6b1c5ba5d5e427aa04fc3f339f20b84,MATCH,SKIP,CONSISTENT
CEEC_cmdc2.cmd-001,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->cmdc2.cmd | EXEC=idlist(PRESENT_EXISTS)->cmdc2.cmd | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,TRUE,6ecdab32292441ab12fe43b6064337ff4260649a563c045a6f08c1dacbdec52f,MATCH,SKIP,CONSISTENT
CEEC_mp313.mp3,CONSISTENT,.mp3,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->mp313.mp3 | EXEC=idlist(PRESENT_EXISTS)->mp313.mp3 | fields: idlist=PRESENT_EXISTS | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,ABSENT,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp313.mp3,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp313.mp3,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\mp313.mp3,TRUE,4c68cbced5b9b9649507d125e4562fe87146784b9ab4c0b67e9a6935b9d0d9bc,MATCH,SKIP,CONSISTENT
